Customer ID,Date,Subtotal,State,Country
3127,6/4/2010,94.55,,Canada
3119,6/4/2010,86.93,,Canada
3131,6/4/2010,50.79,,Canada
582,6/4/2010,125.71,,Canada
582,6/4/2010,111.31,,Canada
3132,6/4/2010,12.09,,Canada
3133,6/4/2010,39.33,,Canada
1310,6/4/2010,9.71,,Canada
3134,6/4/2010,35.39,,Canada
3135,6/5/2010,28.77,,Canada
2980,6/5/2010,73.87,,Canada
3136,6/5/2010,10.06,,Canada
3103,6/5/2010,84.92,,Canada
3137,6/6/2010,4.15,,Canada
2059,6/6/2010,32.37,,Canada
2989,6/6/2010,38.19,,Canada
3138,6/6/2010,15.26,,Canada
2969,6/6/2010,47.81,,Canada
2586,6/6/2010,48.42,,Canada
3139,6/6/2010,201.31,,United States
1633,6/6/2010,12.95,,Canada
3018,6/6/2010,12.88,,Canada
850,6/6/2010,124.66,,Canada
2193,6/6/2010,69.46,,Canada
3140,6/6/2010,29.87,,Canada
3141,6/6/2010,28.35,,Canada
3142,6/6/2010,23.45,,Canada
3143,6/6/2010,9.8,,United States
1395,6/6/2010,23.42,,Canada
2775,6/6/2010,35.23,,Canada
3144,6/7/2010,44.1,,Canada
3145,6/7/2010,89.95,,Canada
2462,6/7/2010,88.65,,Canada
1601,6/7/2010,8.64,,Canada
3047,6/7/2010,86.05,,Canada
3146,6/7/2010,23.63,,Canada
3112,6/7/2010,218.66,,Canada
2842,6/7/2010,227.98,,Canada
3148,6/7/2010,61.66,,Canada
3150,6/7/2010,118.82,,Canada
2357,6/7/2010,569.1,,Canada
3151,6/7/2010,72.91,,Canada
3152,6/7/2010,42.83,,Canada
3032,6/8/2010,29.77,,Canada
2243,6/8/2010,82.43,,Canada
3153,6/8/2010,175.79,,Canada
3154,6/8/2010,29.19,,Canada
2965,6/8/2010,65.47,,Canada
2870,6/8/2010,19.49,,Canada
3155,6/8/2010,177.24,,Canada
3124,6/8/2010,10.17,,Canada
2672,6/8/2010,108.59,,Canada
2936,6/8/2010,124.85,,Canada
3156,6/8/2010,20.91,,Canada
3153,6/9/2010,67.22,,Canada
3156,6/9/2010,27.59,,Canada
3158,6/9/2010,52.21,,Canada
3159,6/9/2010,32.77,,Canada
3160,6/9/2010,74.93,,Canada
3162,6/9/2010,18.25,,Canada
993,6/9/2010,102.41,,Canada
3163,6/9/2010,58.08,,Canada
3138,6/10/2010,26.56,,Canada
2672,6/10/2010,204.61,,Canada
2180,6/10/2010,58.86,,Canada
3165,6/10/2010,16.27,,Canada
2366,6/11/2010,21.79,,Canada
3166,6/11/2010,196.93,,Canada
2952,6/11/2010,169.26,,Canada
2672,6/11/2010,574.14,,Canada
3167,6/12/2010,98.08,,Canada
3168,6/12/2010,32.71,,Canada
3169,6/12/2010,20.79,,Canada
3170,6/13/2010,50.91,,Canada
3171,6/13/2010,17.29,,Canada
2253,6/13/2010,118.49,,Canada
2408,6/14/2010,14.7,,Canada
3113,6/14/2010,31.87,,Canada
3172,6/14/2010,24.07,,Canada
3173,6/14/2010,175.79,,Canada
1463,6/14/2010,129.55,,Canada
3174,6/14/2010,172.72,,Canada
3175,6/14/2010,31.13,,Canada
3177,6/14/2010,19.55,,Canada
3178,6/14/2010,5.99,,Canada
3181,6/15/2010,40.96,,Canada
3182,6/15/2010,89.3,,Canada
3183,6/15/2010,15.93,,Canada
3184,6/15/2010,23.84,,Canada
1972,6/15/2010,26.89,,Canada
2074,6/15/2010,19.04,,Canada
3185,6/15/2010,66.05,,Canada
3176,6/15/2010,107.73,,Canada
3186,6/15/2010,16.16,,Canada
1803,6/15/2010,16.16,,Canada
3187,6/15/2010,49.04,,Canada
3188,6/15/2010,52.43,,Canada
1978,6/15/2010,207.19,,Canada
3180,6/15/2010,155.04,,Canada
798,6/15/2010,51.08,,Canada
3189,6/15/2010,341.88,,Canada
3180,6/15/2010,30.85,,Canada
3190,6/15/2010,98.71,,Canada
2635,6/16/2010,45.41,,Canada
3191,6/16/2010,68.97,,Canada
3192,6/16/2010,32.08,,Canada
3193,6/16/2010,100.57,,Canada
3194,6/16/2010,79.33,,Canada
3195,6/16/2010,102.9,,Canada
3196,6/16/2010,44.84,,Canada
2086,6/16/2010,31.34,,Canada
3197,6/16/2010,53.39,,Canada
3198,6/16/2010,63.85,,Canada
3153,6/17/2010,127.28,,Canada
3199,6/17/2010,60.51,,Canada
2651,6/17/2010,44.75,,Canada
3200,6/17/2010,103.79,,Canada
3201,6/17/2010,69.77,,Canada
2364,6/17/2010,15.75,,Canada
2709,6/17/2010,23.96,,Canada
2449,6/18/2010,475.21,,Canada
2201,6/18/2010,76.5,,Canada
3203,6/18/2010,28.14,,Canada
2188,6/18/2010,102.6,,Canada
1898,6/18/2010,79.5,,Canada
3204,6/18/2010,28.76,,Canada
2235,6/18/2010,47.29,,Canada
629,6/18/2010,77.75,,Canada
3205,6/18/2010,36.22,,Canada
2028,6/18/2010,82.04,,Canada
3202,6/18/2010,19.43,,Canada
3207,6/18/2010,35.05,,Canada
3206,6/18/2010,44.18,,Canada
3208,6/18/2010,276.36,,Canada
3209,6/19/2010,31.29,,Canada
3210,6/19/2010,95.37,,Canada
2525,6/19/2010,36.16,,Canada
3212,6/20/2010,49.95,,Canada
3213,6/20/2010,20.06,,Canada
3214,6/20/2010,35.24,,Canada
3215,6/21/2010,60.27,,Canada
2081,6/21/2010,219.26,,Canada
2240,6/21/2010,105.48,,Canada
3218,6/21/2010,20.25,,United States
3216,6/21/2010,613.34,,Canada
3219,6/21/2010,52.49,,Canada
3220,6/21/2010,11.07,,Canada
2930,6/21/2010,10.45,,Canada
3221,6/22/2010,21.37,,Canada
3222,6/22/2010,40.64,,Canada
3223,6/22/2010,27.25,,Canada
1975,6/22/2010,33.39,,Canada
3224,6/22/2010,292.67,,Canada
3185,6/22/2010,21.36,,Canada
2913,6/22/2010,46.56,,Canada
2744,6/22/2010,47.99,,Canada
2980,6/22/2010,30.45,,Canada
3226,6/22/2010,21.79,,Canada
1423,6/23/2010,130.35,,Canada
3016,6/23/2010,92.94,,Canada
3229,6/23/2010,54.97,,Canada
3230,6/23/2010,8.82,,Canada
3232,6/23/2010,61.85,,United States
2612,6/24/2010,62.09,,Canada
3234,6/24/2010,114.02,,Canada
2411,6/24/2010,30.79,,Canada
582,6/24/2010,56.22,,Canada
3235,6/24/2010,92.45,,Canada
3130,6/24/2010,69.62,,Canada
3236,6/24/2010,22.71,,Canada
2872,6/24/2010,216.45,,Canada
3237,6/24/2010,31.58,,Canada
2948,6/24/2010,23.11,,Canada
3224,6/24/2010,64.58,,Canada
3239,6/25/2010,32.71,,Canada
2102,6/25/2010,52.88,,Canada
582,6/25/2010,22.15,,Canada
3207,6/25/2010,76.3,,Canada
3240,6/25/2010,59.66,,Canada
3241,6/25/2010,40.74,,Canada
2800,6/25/2010,48.14,,Canada
3242,6/25/2010,104.8,,Canada
3243,6/25/2010,62.09,,Canada
2654,6/25/2010,71.08,,Canada
1657,6/25/2010,37.23,,Canada
3244,6/25/2010,59.95,,Canada
3245,6/25/2010,46.88,,Canada
3231,6/25/2010,162.02,,Canada
3246,6/25/2010,16.16,,Canada
3247,6/26/2010,161.75,,Canada
3248,6/26/2010,44.8,,Canada
3189,6/26/2010,72.98,,Canada
3250,6/27/2010,26.27,,Canada
3251,6/27/2010,3.78,,Canada
3194,6/27/2010,55.26,,Canada
3255,6/28/2010,166.9,,Canada
2021,6/28/2010,61.95,,Canada
3256,6/28/2010,26.44,,Canada
3257,6/28/2010,118.25,,Canada
2411,6/28/2010,16.16,,Canada
3258,6/28/2010,37.7,,Canada
3166,6/28/2010,202.13,,Canada
3259,6/28/2010,55.39,,Canada
2951,6/28/2010,113.34,,Canada
2975,6/29/2010,172.84,,Canada
3070,6/29/2010,37.28,,Canada
3130,6/29/2010,30.29,,Canada
3243,6/29/2010,46.27,,Canada
3227,6/29/2010,272.45,,Canada
3261,6/29/2010,28.14,,Canada
3263,6/30/2010,295.5,,United States
1560,6/30/2010,11.98,,Canada
3262,6/30/2010,42.47,,Canada
3070,6/30/2010,23,,Canada
3266,7/1/2010,60.69,,Canada
2180,7/2/2010,14.58,,Canada
3268,7/2/2010,43.84,,Canada
2317,7/2/2010,72.35,,Canada
3269,7/2/2010,14.75,,Canada
3254,7/2/2010,137.3,,Canada
3027,7/2/2010,101.36,,Canada
3180,7/2/2010,14.63,,Canada
1118,7/2/2010,175.94,,Canada
2109,7/3/2010,117.57,,Canada
1842,7/3/2010,45.8,,Canada
3271,7/3/2010,42.83,,Canada
3189,7/3/2010,32.74,,Canada
3273,7/4/2010,38.08,,Canada
3274,7/4/2010,30.4,,Canada
2757,7/4/2010,131.14,,Canada
3275,7/4/2010,27.85,,Canada
3270,7/4/2010,80.45,,Canada
1972,7/5/2010,218.99,,Canada
3012,7/5/2010,126.19,,Canada
3185,7/5/2010,60.91,,Canada
3277,7/5/2010,132.55,,Canada
3250,7/5/2010,25.22,,Canada
3163,7/5/2010,27.52,,Canada
3278,7/5/2010,69.38,,Canada
3279,7/6/2010,78.25,,Canada
3280,7/6/2010,42.6,,Canada
3282,7/6/2010,16.75,,Canada
1546,7/6/2010,109.41,,Canada
3277,7/6/2010,22.77,,Canada
3283,7/6/2010,95.65,,Canada
674,7/6/2010,58.42,,Canada
3184,7/7/2010,14.13,,Canada
3287,7/7/2010,188.06,,Canada
3288,7/8/2010,31.47,,Canada
3242,7/8/2010,70.96,,Canada
3289,7/8/2010,49.49,,Canada
3290,7/8/2010,19.89,,Canada
2637,7/8/2010,15.87,,Canada
3291,7/8/2010,56.39,,Canada
3292,7/8/2010,28.35,,Canada
3293,7/9/2010,24.07,,Canada
3294,7/9/2010,33.39,,Canada
2870,7/9/2010,32.77,,Canada
1310,7/9/2010,54.6,,Canada
2218,7/9/2010,46.95,,Canada
533,7/9/2010,300.89,,Canada
3295,7/9/2010,76.68,,Canada
3297,7/10/2010,65.65,,Canada
3298,7/10/2010,21.9,,United States
3299,7/10/2010,40.58,,Canada
3155,7/10/2010,82.49,,Canada
3300,7/11/2010,82.16,,Canada
3301,7/11/2010,92.07,,Canada
3302,7/11/2010,38.42,,Canada
3303,7/11/2010,155.82,,Canada
2980,7/11/2010,39.38,,Canada
3305,7/12/2010,182.16,,Canada
2954,7/12/2010,43.73,,Canada
3306,7/12/2010,15,,United States
3307,7/12/2010,10.8,,United States
2941,7/12/2010,56.71,,Canada
3308,7/12/2010,33.79,,Canada
3296,7/13/2010,140.69,,Canada
3310,7/13/2010,258.2,,Canada
3311,7/13/2010,101.47,,Canada
3286,7/13/2010,53.56,,Canada
1706,7/13/2010,6.78,,Canada
3150,7/13/2010,15.59,,Canada
3312,7/13/2010,132.67,,Canada
3185,7/13/2010,29.89,,Canada
758,7/13/2010,27.97,,Canada
3313,7/13/2010,24.13,,Canada
3192,7/13/2010,9.71,,Canada
1246,7/13/2010,28.05,,Canada
1724,7/14/2010,169.27,,Canada
3316,7/14/2010,19.53,,Canada
2993,7/14/2010,133.96,,Canada
1881,7/14/2010,78.66,,Canada
2936,7/14/2010,44.17,,Canada
3318,7/14/2010,47.57,,Canada
3317,7/14/2010,100.91,,Canada
3320,7/15/2010,22.37,,Canada
3313,7/15/2010,21.24,,Canada
3322,7/15/2010,141.71,,Canada
3323,7/15/2010,65.94,,Canada
3324,7/15/2010,19.6,,United States
3325,7/15/2010,137.41,,Canada
3153,7/16/2010,101.43,,Canada
3326,7/16/2010,109.58,,Canada
3327,7/16/2010,30.4,,Canada
3314,7/16/2010,66.78,,Canada
3314,7/16/2010,45.93,,Canada
3328,7/16/2010,134.84,,Canada
3329,7/16/2010,9.8,,United States
3330,7/17/2010,31.02,,United States
3331,7/17/2010,54.52,,Canada
3332,7/17/2010,23.7,,United States
3333,7/17/2010,123.33,,Canada
3335,7/18/2010,53.68,,Canada
3336,7/18/2010,28.93,,Canada
3337,7/18/2010,17.35,,Canada
1975,7/18/2010,17.74,,Canada
3340,7/18/2010,127.97,,Canada
1174,7/18/2010,131.48,,Canada
965,7/19/2010,101.19,,Canada
3342,7/19/2010,83.69,,Canada
3343,7/19/2010,24.41,,Canada
3160,7/19/2010,216.85,,Canada
3345,7/19/2010,15.82,,Canada
3346,7/19/2010,32.4,,United States
3344,7/19/2010,41.58,,Canada
3256,7/19/2010,31.64,,Canada
3095,7/19/2010,28.7,,Canada
2292,7/20/2010,96.56,,Canada
3347,7/20/2010,49.51,,Canada
3019,7/20/2010,18.7,,Canada
2932,7/20/2010,137.18,,Canada
2074,7/20/2010,19.04,,Canada
3224,7/20/2010,187.88,,Canada
3328,7/20/2010,84.19,,Canada
3348,7/20/2010,5,,United States
3349,7/21/2010,49.07,,Canada
3350,7/21/2010,87.1,,Canada
3351,7/21/2010,109.33,,Canada
3352,7/21/2010,35.75,,Canada
2746,7/21/2010,107.12,,Canada
3353,7/21/2010,5.95,,United States
3256,7/21/2010,24.07,,Canada
3023,7/22/2010,172.2,,Canada
3354,7/22/2010,30.45,,Canada
3355,7/22/2010,82.27,,Canada
3341,7/22/2010,221.93,,Canada
3356,7/23/2010,3,,United States
3357,7/23/2010,57.8,,Canada
3173,7/23/2010,168.18,,Canada
3360,7/23/2010,2.83,,Canada
3361,7/23/2010,60.23,,Canada
3362,7/23/2010,75.71,,Canada
3363,7/24/2010,60.8,,Canada
3365,7/24/2010,23.21,,Canada
3366,7/25/2010,49.66,,Canada
3367,7/25/2010,59.8,,Slovakia
3368,7/25/2010,71.7,,Canada
3369,7/25/2010,46.8,,Ireland
3370,7/25/2010,222.8,,Canada
3372,7/26/2010,30.4,,Canada
3373,7/26/2010,109.33,,Canada
2616,7/26/2010,38.44,,Canada
3375,7/26/2010,42.43,,Canada
3376,7/26/2010,27.12,,Canada
3227,7/26/2010,62.15,,Canada
3377,7/26/2010,38.42,,Canada
3378,7/26/2010,20.79,,Canada
2462,7/26/2010,103.4,,Canada
3374,7/26/2010,209.22,,Canada
1792,7/26/2010,107.12,,Canada
3379,7/27/2010,87.52,,Canada
3380,7/27/2010,20.62,,Canada
2958,7/27/2010,52.71,,Canada
3381,7/27/2010,46.36,,Canada
3382,7/27/2010,16.05,,Canada
3166,7/27/2010,318.17,,Canada
3383,7/27/2010,40.58,,Canada
3384,7/27/2010,41.79,,Canada
3385,7/28/2010,59.27,,Canada
3250,7/28/2010,43.11,,Canada
3386,7/28/2010,154.14,,Canada
3387,7/28/2010,42,,Canada
2215,7/28/2010,40.95,,Canada
3388,7/28/2010,130.66,,United States
3389,7/28/2010,12.5,,Canada
3087,7/28/2010,86.36,,Canada
2793,7/28/2010,23.1,,Canada
3390,7/28/2010,134.92,,Canada
3391,7/29/2010,96.76,,Canada
3100,7/29/2010,14.64,,Canada
2636,7/29/2010,455.4,,Canada
3392,7/29/2010,48.54,,Canada
3392,7/29/2010,32.54,,Canada
1801,7/29/2010,45.09,,Canada
2872,7/29/2010,154.7,,Canada
1742,7/29/2010,88.95,,Canada
3393,7/29/2010,27.12,,Canada
3395,7/29/2010,43.79,,Canada
3396,7/29/2010,122.32,,Canada
3397,7/30/2010,11.19,,Canada
3398,7/30/2010,455.63,,Canada
965,7/30/2010,71.19,,Canada
2800,7/30/2010,133.91,,Canada
3399,7/30/2010,112.39,,Canada
3400,7/30/2010,100.57,,Canada
3401,7/30/2010,100.57,,Canada
3403,7/30/2010,31.53,,Canada
3404,7/30/2010,97.91,,Canada
3405,7/31/2010,37.33,,Canada
3340,7/31/2010,95.82,,Canada
3406,7/31/2010,63.85,,Canada
3407,7/31/2010,22.94,,Canada
1294,7/31/2010,176.06,,Canada
3408,7/31/2010,6.72,,Canada
3409,8/1/2010,18.48,,Canada
3410,8/1/2010,21.9,,United States
3411,8/1/2010,39.49,,Canada
3413,8/1/2010,82.25,,Canada
524,8/2/2010,151.46,,Canada
3414,8/2/2010,109.95,,Canada
3415,8/2/2010,86.1,,Canada
3416,8/2/2010,5.4,,United States
3384,8/2/2010,81.14,,Canada
3418,8/2/2010,36.97,,Canada
3419,8/3/2010,44.64,,Canada
2872,8/3/2010,173.91,,Canada
2430,8/3/2010,50.85,,Canada
2561,8/3/2010,20.45,,Canada
3420,8/3/2010,41.81,,Canada
3421,8/3/2010,51.62,,Canada
3422,8/3/2010,43.51,,Canada
3423,8/4/2010,15.12,,Canada
3424,8/4/2010,77.96,,United Kingdom
3113,8/4/2010,112.4,,Canada
1736,8/4/2010,32.6,,Canada
3425,8/4/2010,13,,Canada
2801,8/4/2010,88.2,,Canada
3426,8/4/2010,39.85,,Canada
3427,8/4/2010,11.13,,Canada
3428,8/5/2010,54.41,,Canada
3429,8/5/2010,17.85,,Canada
2109,8/5/2010,119.04,,Canada
3433,8/5/2010,3.7,,United States
3434,8/5/2010,35.2,,Italy
1845,8/5/2010,94.73,,Canada
3378,8/5/2010,15.59,,Canada
3016,8/5/2010,42.77,,Canada
3435,8/5/2010,21.13,,Canada
3432,8/5/2010,106.75,,Canada
2514,8/5/2010,118.06,,Canada
2482,8/5/2010,137.97,,Canada
2666,8/5/2010,54.52,,Canada
2440,8/5/2010,58.45,,Canada
3436,8/5/2010,32.55,,Canada
3437,8/5/2010,14.8,,Canada
3438,8/6/2010,22.26,,Canada
3439,8/6/2010,57.74,,Canada
3440,8/6/2010,30.85,,United States
3441,8/6/2010,67.48,,Canada
3442,8/6/2010,62.79,,Canada
3443,8/7/2010,101.87,,Canada
3445,8/8/2010,44.47,,Canada
3446,8/8/2010,71.56,,Canada
3447,8/8/2010,76.28,,Canada
3448,8/9/2010,49.49,,Canada
3449,8/9/2010,30.4,,Canada
1798,8/9/2010,95.65,,Canada
3376,8/9/2010,46.78,,Canada
3375,8/9/2010,7.91,,Canada
3267,8/9/2010,163.28,,Canada
2670,8/9/2010,118.54,,Canada
3451,8/9/2010,19.37,,Canada
3452,8/9/2010,41.58,,Canada
3142,8/9/2010,82.04,,Canada
3189,8/9/2010,41.48,,Canada
3453,8/9/2010,45.98,,Canada
3454,8/10/2010,31.57,,Canada
3455,8/10/2010,99.07,,Canada
3456,8/10/2010,96.34,,Canada
3457,8/10/2010,24.69,,Canada
2851,8/10/2010,15.76,,Canada
2263,8/10/2010,147.26,,Canada
2834,8/10/2010,49.44,,Canada
3267,8/10/2010,54.92,,Canada
3458,8/10/2010,82.69,,Canada
3443,8/10/2010,68.7,,Canada
3459,8/10/2010,41.02,,Canada
3460,8/10/2010,88.25,,Canada
3264,8/10/2010,20.85,,Canada
3461,8/11/2010,13.02,,Canada
3462,8/11/2010,73.22,,Canada
3360,8/11/2010,10.74,,Canada
3463,8/11/2010,71.61,,Canada
1839,8/11/2010,234.19,,Canada
3464,8/11/2010,182.55,,Canada
3465,8/11/2010,168.65,,Canada
3466,8/11/2010,51.19,,Canada
3467,8/12/2010,44.18,,Canada
3468,8/12/2010,166.99,,Canada
1155,8/12/2010,69.27,,Canada
3469,8/12/2010,43.94,,Canada
3470,8/12/2010,44.07,,Canada
3471,8/12/2010,36.27,,Canada
3472,8/12/2010,92.66,,Canada
3375,8/13/2010,21.02,,Canada
3473,8/13/2010,45.89,,Canada
2929,8/13/2010,151.38,,Canada
3475,8/13/2010,71.02,,Canada
3477,8/13/2010,25.88,,Canada
3478,8/13/2010,57.86,,Canada
3482,8/14/2010,75.65,,Canada
3483,8/14/2010,96.69,,Canada
3484,8/14/2010,34.41,,Canada
3485,8/14/2010,26.05,,Canada
3486,8/14/2010,25.48,,Canada
3224,8/15/2010,169.95,,Canada
3224,8/15/2010,76.28,,Canada
3487,8/15/2010,44.47,,Canada
3488,8/15/2010,142.28,,Canada
3489,8/16/2010,119.39,,Canada
3491,8/16/2010,65.82,,Canada
3376,8/16/2010,13.5,,Canada
3185,8/16/2010,34.24,,Canada
3492,8/16/2010,21.95,,Canada
2686,8/16/2010,90.81,,Canada
3494,8/16/2010,96.65,,Canada
3495,8/16/2010,33.45,,Canada
3341,8/16/2010,245.97,,Canada
2951,8/16/2010,171.93,,Canada
3496,8/16/2010,45.43,,Canada
3497,8/16/2010,96.23,,Canada
3498,8/16/2010,34.47,,Canada
3499,8/17/2010,113.19,,Canada
3500,8/17/2010,163.34,,Canada
3501,8/17/2010,15.4,,United States
3502,8/17/2010,134.13,,Canada
3502,8/17/2010,66.84,,Canada
3503,8/17/2010,98.31,,Canada
891,8/17/2010,23.73,,Canada
3504,8/17/2010,16.8,,Canada
3505,8/17/2010,134.09,,Canada
3506,8/18/2010,6.39,,Canada
3507,8/18/2010,78.54,,Canada
995,8/18/2010,36.63,,Canada
3508,8/18/2010,238.77,,Canada
3509,8/18/2010,11.2,,United States
3466,8/18/2010,32.18,,Canada
3510,8/18/2010,33.28,,Canada
3512,8/18/2010,14.6,,Canada
3053,8/18/2010,88.78,,Canada
3514,8/19/2010,19.89,,Canada
3515,8/19/2010,13.5,,Canada
3516,8/19/2010,27.69,,Canada
3517,8/19/2010,10,,United States
3519,8/19/2010,679.74,,Canada
3520,8/19/2010,15.8,,United States
3521,8/20/2010,39.85,,Canada
3523,8/20/2010,376.79,,Canada
3113,8/20/2010,20.34,,Canada
2800,8/20/2010,129.39,,Canada
3526,8/20/2010,48.3,,Canada
3527,8/20/2010,21.41,,Canada
3109,8/20/2010,165.48,,Canada
3528,8/21/2010,43.34,,Canada
3529,8/21/2010,11.3,,Canada
3530,8/21/2010,204.02,,Canada
3531,8/21/2010,28.77,,Canada
3532,8/21/2010,16.7,,Canada
3533,8/21/2010,98.39,,Canada
3534,8/22/2010,86.26,,Canada
3535,8/22/2010,62.48,,Canada
3189,8/22/2010,35.91,,Canada
2366,8/23/2010,35.49,,Canada
3537,8/23/2010,31.58,,Canada
3538,8/23/2010,87.01,,Canada
3539,8/23/2010,32.97,,Canada
3541,8/23/2010,69.33,,Canada
3536,8/23/2010,23.96,,Canada
3543,8/23/2010,52.04,,Canada
3544,8/23/2010,20.95,,Canada
3545,8/24/2010,32.83,,Canada
3546,8/24/2010,68.1,,Canada
1423,8/24/2010,65.54,,Canada
3547,8/24/2010,8.9,,United States
3549,8/24/2010,38,,Canada
3550,8/24/2010,17.97,,Canada
3551,8/24/2010,51.29,,Canada
2257,8/24/2010,43.63,,Canada
3552,8/24/2010,109.83,,Canada
3548,8/24/2010,226.68,,Canada
3554,8/25/2010,44.52,,Canada
3556,8/25/2010,58.42,,Canada
2596,8/25/2010,150.59,,Canada
582,8/25/2010,75,,Canada
3557,8/25/2010,44.8,,Canada
3559,8/25/2010,10.51,,Canada
3560,8/25/2010,13,,Canada
3561,8/26/2010,110.15,,Canada
3443,8/26/2010,56.78,,Canada
3562,8/26/2010,54.38,,Canada
3563,8/26/2010,47.35,,Canada
3564,8/26/2010,105.79,,Canada
3565,8/26/2010,18.95,,United States
3465,8/26/2010,78.65,,Canada
3567,8/27/2010,51.47,,Canada
3568,8/27/2010,54.35,,Canada
3227,8/27/2010,47.01,,Canada
3569,8/27/2010,182.75,,Canada
3570,8/27/2010,58.14,,Canada
3254,8/27/2010,164.87,,Canada
3296,8/27/2010,47.57,,Canada
3571,8/28/2010,10.57,,United States
3572,8/28/2010,34.34,,Canada
3224,8/28/2010,155.14,,Canada
3575,8/28/2010,164.64,,Canada
3576,8/28/2010,35.93,,Canada
3578,8/29/2010,109.31,,Canada
3579,8/29/2010,67.33,,Canada
3580,8/29/2010,5.59,,Canada
3583,8/29/2010,15.71,,Canada
3582,8/29/2010,126.67,,Canada
2085,8/30/2010,34.13,,Canada
3584,8/30/2010,17.85,,United States
3585,8/30/2010,73.29,,Canada
3500,8/30/2010,71.25,,Canada
3574,8/30/2010,29.21,,Canada
3587,8/30/2010,25.99,,Canada
2005,8/30/2010,8.09,,Canada
3070,8/30/2010,39.38,,Canada
3492,8/30/2010,31.76,,Canada
3589,8/30/2010,87.7,,Canada
3590,8/30/2010,87.63,,Canada
3591,8/31/2010,60.8,,Canada
3593,8/31/2010,600.09,,Canada
3594,8/31/2010,83.34,,Canada
3595,8/31/2010,43.66,,Canada
3074,8/31/2010,152.93,,Canada
3597,8/31/2010,14.81,,Canada
3596,8/31/2010,106.87,,Canada
3470,9/1/2010,44.07,,Canada
3598,9/1/2010,35.48,,Canada
3564,9/1/2010,89.09,,Canada
2422,9/1/2010,53.29,,Canada
3599,9/1/2010,12.85,,Canada
2004,9/1/2010,52.82,,Canada
216,9/1/2010,106.91,,Canada
3600,9/1/2010,138.88,,Canada
3601,9/1/2010,30.23,,Canada
3542,9/1/2010,20.53,,Canada
1597,9/1/2010,82.9,,Canada
3603,9/2/2010,405.67,,Canada
1191,9/2/2010,79.4,,Canada
3604,9/2/2010,58.59,,Canada
3548,9/2/2010,95.22,,Canada
3235,9/2/2010,143.85,,Canada
3605,9/2/2010,4.73,,Canada
2440,9/2/2010,62.17,,Canada
1167,9/2/2010,90.6,,Canada
2104,9/2/2010,56.6,,Canada
3606,9/2/2010,43.94,,Canada
2967,9/2/2010,54.81,,Canada
3573,9/2/2010,97.91,,Canada
1452,9/3/2010,53,,Canada
3607,9/3/2010,42.49,,Canada
3608,9/3/2010,5.2,,Canada
3594,9/3/2010,134.04,,Canada
1740,9/4/2010,54.41,,Canada
3610,9/4/2010,114.07,,Canada
3601,9/5/2010,66.95,,Canada
3611,9/5/2010,13.13,,Canada
3612,9/5/2010,69.55,,Canada
1918,9/5/2010,50.09,,Canada
3614,9/5/2010,24.18,,Canada
3600,9/5/2010,80.52,,Canada
3615,9/6/2010,34.02,,Canada
3616,9/6/2010,41.16,,Canada
3618,9/6/2010,35.99,,Canada
3619,9/6/2010,207.9,,Canada
3617,9/6/2010,41.21,,Canada
3620,9/6/2010,18.32,,Canada
3622,9/6/2010,118.99,,Canada
3623,9/6/2010,49.82,,Canada
1063,9/6/2010,27.35,,Canada
3624,9/6/2010,301.03,,Canada
3593,9/7/2010,20.11,,Canada
3166,9/7/2010,703.44,,Canada
3626,9/7/2010,36.1,,Canada
1375,9/7/2010,78.99,,Canada
3625,9/7/2010,102.94,,Canada
3627,9/7/2010,37.57,,Canada
2653,9/7/2010,98.15,,Canada
3628,9/7/2010,15.87,,Canada
3629,9/7/2010,29.72,,Canada
3631,9/7/2010,73.51,,Canada
493,9/7/2010,107.46,,Canada
3630,9/8/2010,201.93,,Canada
3633,9/8/2010,36.96,,Canada
3632,9/8/2010,5.59,,Canada
3634,9/8/2010,45.99,,Canada
3635,9/8/2010,40.58,,Canada
1045,9/8/2010,153.34,,Canada
3603,9/8/2010,295.62,,Canada
3637,9/8/2010,54.02,,Canada
3375,9/8/2010,56.1,,Canada
3638,9/8/2010,63.96,,Canada
3180,9/9/2010,68.48,,Canada
3639,9/9/2010,15.23,,Canada
1890,9/9/2010,64.07,,Canada
3640,9/9/2010,27.35,,Canada
3636,9/9/2010,83.27,,Canada
3606,9/9/2010,43.94,,Canada
1978,9/9/2010,80.35,,Canada
3641,9/9/2010,25.88,,Canada
3642,9/10/2010,71.3,,Canada
3643,9/10/2010,4.8,,United States
2564,9/10/2010,58.99,,Canada
3644,9/10/2010,43.8,,Australia
3645,9/10/2010,30.51,,Canada
3531,9/11/2010,106.29,,Canada
2662,9/11/2010,30.51,,Canada
3646,9/11/2010,126.42,,Canada
3647,9/12/2010,20.85,,Canada
3648,9/12/2010,24.75,,Canada
2995,9/12/2010,140.27,,Canada
2995,9/12/2010,31.34,,Canada
3649,9/12/2010,83.73,,Canada
2995,9/12/2010,27.09,,Canada
3650,9/12/2010,73.51,,Canada
3651,9/12/2010,53.92,,Canada
3652,9/12/2010,28.4,,United States
3654,9/12/2010,45.71,,Canada
3655,9/12/2010,38.99,,Canada
3656,9/12/2010,213.36,,Canada
3657,9/12/2010,14.54,,Canada
3658,9/12/2010,23.62,,Canada
3659,9/13/2010,38.55,,United States
3130,9/13/2010,89.57,,Canada
3662,9/13/2010,14.6,,Canada
